piece_id,piece_name,piece_description,piece_qty,piece_remarks,piece_packageWeight,piece_packageWeightUnit,piece_images,piece_alternative_piece_id
R520632,Exhaust Manifold Spacer,Exhaust Manifold Spacer,1,,0.23,LBS,"R520632_0.png,",JXR520632
