piece_id,piece_name,piece_description,piece_qty,piece_remarks,piece_packageWeight,piece_packageWeightUnit,piece_images
RE527858,"Hexagonal Head Flanged Screw, M6 X 12","Hexagonal Head Flanged Screw, M6 X 12",3,,0,LBS,0
